,content,like_count,comment_count,date
437,"Looking forward to kicking off #NRF2020 with the VIP Awards tonight!

We're proud to be finalists in the ""Best Consultancy"" and ""#Retailers Favorite"" category. Check out the full list here: https://bddy.me/306Vu7s
…see more
Nominees
vendorawards.com
",73,0,1yr •
438,"Digital overload has been linked to #anxiety and other #mentalhealth issues. Thankfully, there are four things you can do to help combat the affects of too much time online: https://slalom.ws/304sJZc
Activate link to view larger image.
",117,4,1yr •
439,"Our new year's resolution isn't new. In 2020, we'll continue to redefine what's possible and unlock new opportunities for our customers. We're thankful for our partners and for our employee's continued dedication to transforming the future! Check out our 2019 recap here:
…see more
Play
2019 Year in Review
",300,4,1yr •
440,"Follow these best practices from our Slalom expert, Jeremy Leonard, for #CCPA compliance to not only build the necessary IT infrastructure, but also deepen your understanding of customer data and how it can be used to improve customer service (article via Dell Boomi):
…see more
7 Ways to Grow Your Business & Earn Trust Through Data-Protection Compliance
resources.boomi.com
",50,0,
441,"Hello, White Plains, New York! We're moving in and excited to help businesses in Westchester County and Southern Connecticut reach for and realize their vision.

Read more about the announcement here: https://slalom.ws/2N3f1Au
…see more
Slalom Expands to White Plains, New York to Serve Companies in Westchester County and Southern Connecticut | Slalom
slalom.com
",216,0,1yr •
442,"The Spring '20 Salesforce release documentation is 528 pages long, but one of our own, Alex Van Atta, put together this quick guide on the newest #EinsteinAnalytics features: https://bddy.me/39BjZ1a
Looking ahead to Einstein Analytics' Spring 2020 release
medium.com
",37,0,
443,"Moonshot bets, a modern culture of data, and AI. Check out 20 predictions and trends that we think will shape 2020: https://slalom.ws/2ZEjr5W
Slalom 2020 Outlook: Growing with Purpose— and People
medium.com
",112,1,1yr •
444,"Find out what our San Francisco general manager Sarah Duffy never gives up—and why: https://slalom.ws/2ZCbCh7
Meet San Francisco general manager Sarah Duffy | Slalom
slalom.com
",62,0,
445,"What do you want to manifest in the new year?

If you’re currently setting goals, here’s a tip from advertisers on how to reach them: https://bddy.me/2Q816eg
…see more
New on The Slowdown: How to Win Stuff and Influence Yourself
medium.com
",44,0,1yr •
446,"AAA estimates a record-breaking 115.6 million Americans traveled these past few days. Learn how we helped drive the flawless integration of Alaska Airlines and Virgin America in record time—and genuinely enjoyed it: https://slalom.ws/36W1xy2
…see more
Alaska Airlines Virgin America merger | Slalom
slalom.com • 4 min read
",158,1,
447,"Could #AR and #VR be used to create a more equitable society? Learn how creatives of color use immersive tech to challenge consensus reality: https://slalom.ws/2PWsAUi
Immersive Empathy
medium.com
",31,1,1yr •
448,"Learn more about how the City of LA created actionable plans for more opportunities, and a better future, for the two million girls and women of LA: https://slalom.ws/36RyoDU
Empowering Los Angeles girls and women with gender equity | Slalom
slalom.com • 1 min read
",104,2,1yr •
449,"The Carma Project, with Toyota Motor Corporation as its founding sponsor, is on a mission to get deadly Takata airbags off the road. Learn how Slalom and Salesforce helped: https://slalom.ws/2Z6Sw2z
Carma Project: Saving lives with a social influence app
slalom.com
",13,0,
450,"From animals to analytics, check out how studying the human norovirus led Xi Palazzolo, DVM, M.S from our Detroit team to consulting at Slalom: https://slalom.ws/36V0bUj
From veterinarian to consultant | Slalom
slalom.com
",71,0,
451,"Andy Hieb, one of our marketing technology leaders, shares strategies for putting people before technology in the midst of a digital transformation. Read more on Acquia's blog here: https://bddy.me/38HxRXb
Partners in DX: Slalom on Strategic Transformation
acquia.com
",46,0,
452,"The city of Johns Creek is now a two-time winner of Amazon Web Services (AWS)’s City on a Cloud Innovation Challenge! Read how expanding its Alexa skill in the #cloud transformed resident experiences:
Johns Creek: Answering citizens' questions faster with Amazon Connect
slalom.com
",46,0,
453,"Think you picked out your holiday gifts yourself? Think again. Check out the latest on the Slowdown: how advertising effectively incorporates the Law of Attraction: https://bddy.me/2YQUgg3
Play
New on The Slowdown: How to Win Stuff and Influence Yourself
",26,0,1yr •
454,"Our mind is still on re:Invent when AWS CEO Andy Jassy highlighted Slalom and Brad Jackson in the partner keynote: ""He got really committed to cloud and really committed to helping his clients move into the next generation, very deep with AWS, again one of our very top partners.""

Watch the clip here:
…see more
2019 re:Invent Global Partner Keynote with Doug Yeum
youtube.com
",119,2,
455,"Thank you to all our employees who shared why Slalom is a Glassdoor Best Place to Work—for the ninth time! We're honored. Check out how we made the list here: https://bddy.me/38qEzk6
Play
Slalom is a Glassdoor's Best Place to Work in 2020
",351,5,
456,"Meet Sarah Moesker, who uses four tests when hiring a great consultant: the coal mine test, the child test, the business test, and the superpower test. Read her full thought process here: https://slalom.ws/2RF2czi
Meet Phoenix general manager Sarah Moesker | Slalom
slalom.com • 2 min read
",137,7,
457,"New on The Slowdown: Is a real-life Terminator actually possible? Meet LAWS—Lethal Autonomous Weapons Systems: https://slalom.ws/2P4yaDD
How Likely is a Real-life Terminator?
medium.com
",24,1,1yr •
458,"Join us for a webcast discussion and demonstration to learn how the power of Salesforce and Tableau, combined with a Modern Culture of Data, can empower your people to act on analytics: https://slalom.ws/33Uk9fK
Activate link to view larger image.
",55,0,1yr •
459,"Introducing a new way to accelerate your journey to the cloud.

Together with Amazon Web Services (AWS), we’re building joint AWS | Slalom Launch Centers that allow for immersive collaboration in the spirit of innovation and learning. Read more about the announcement here:
…see more
Play
AWS | Slalom Launch Centers
",421,11,
460,"We're celebrating inclusion and diversity at re:Invent during our co-hosted event called 'Zoom In'. Join us and our partners, Comcast, on December 3rd. RSVP today: https://slalom.ws/2XOsuAp
Zoom In at AWS reInvent 2019
go.slalom.com
",72,1,1yr •
461,"If you’re #reinvent bound and looking for industry guidance, don't miss these Amazon Web Services (AWS) guides: https://slalom.ws/34fcauR
Get ready for re:Invent
go.slalom.com
",48,1,
462,"Sherpa is transforming the senior living industry by transforming the sales process. By leveraging AWS, Slalom worked with Sherpa to help bring a new data warehouse that helps the users of Sherpa CRM gain powerful insights. Read the full story: https://slalom.ws/337YEaX
…see more
Sherpa drives empathetic sales with rich data insights
slalom.com
",45,0,
463,"We're proud to support USO and will donate $1 for every person who stops by our Dreamforce booth. Come visit Slalom at booth #312.
Activate link to view larger image.
",99,2,1yr •
464,"Are you AWS #reInvent bound? We are. Check out our Vegas line-up and join us: https://slalom.ws/32ZlfX5 #artoftransformation #buildyourfuture
re:Invent 2019
slalom.com
",73,0,1yr •
465,"Dreamforce 2019 officially starts tomorrow and we can't wait. We'll be featuring some of our Salesforce customer heroes at our booth #312. See you there! https://slalom.ws/2Qt6Pfr
Slalom is at Dreamforce 2019
slalom.com
",33,0,1yr •
466,"Excited for an awesome event in Tokyo!
Ryuta Hosaka
• 3rd+
Market Lead, Slalom KK (Japan)
1yr1 yearSlalom is invited to an event in Tokyo on 20th hosted and sponsored by Toyo Keizai (東洋経済オンライン) and Google Japan as the keynote speaker. Registration is still open - look forward to see you in Tokyo!!

…see more
製造業におけるデジタル トランスフォーメーション成功へのアプローチ | 東洋経済オンライン
toyokeizai.net
",91,3,1yr •
467,"Honored to be a partner of Tableau Software and Amazon Web Services (AWS) as they launch their Modern Cloud Analytics program. If you're at Tableau Conference 2019, we'll be demoing our solution at booth 909. https://bddy.me/37c1ijo
Tableau expands relationship with AWS, launches modern cloud analytics program to accelerate customers' cloud analytics journey
tableau.com
",120,1,
468,"Slalom salutes our veterans. We are forever in your debt. Learn about our outreach efforts and our thriving community of veterans: https://lnkd.in/gqwQh-i
Play
",152,1,1yr •
469,"Congratulations to Beau Williamson and the rest of the South Florida team—they received the key to Miami-Dade County from Mayor Carlos A. Gimenez in a ceremony earlier this week. Check it out: https://bddy.me/2PYUSO7
Slalom's new South Florida office receives key to Miami-Dade County
globenewswire.com
",143,1,1yr •
470,"We're excited to have sponsored and participated in this fact-finding effort on innovation. We enjoyed conducting interviews with federal government employees who shared stories of improving processes, culture, and technology. Read the full report: https://bddy.me/32kXWqD
…see more
Risk and Reward: A Framework for Federal Innovation
ourpublicservice.org
",49,1,1yr •
471,"Check out this post-event recap from a recent healthcare panel focused on understanding how emerging technology is being applied to real-world problems in healthcare: https://bddy.me/2Cb4JbR
Exploring the role of AI across the patient care continuum
medium.com
",72,1,1yr •
472,"We're excited for Tableau Conference 2019 starting on November 12th. If you're attending, join us at booth #909 in the Data Village. In the meantime, check out our attendee guide: https://slalom.ws/2PA5rXT
Join us at Tableau Conference 2019
slalom.com
",89,1,1yr •
473,"We create a lot of data. And unlocking the value of all that data can be a big challenge. Watch our webinar and learn how to transform your business into a data-driven organization: https://slalom.ws/2qQBhVU
Play
Data warehousing, reimagined
",71,0,
474,"Eye rolls and whispers: The challenges and triumphs of flying with Autistic kids. Read the latest from The Slowdown. https://slalom.ws/364s7Fn
Finding Their Wings: Flying with Autism
medium.com
",52,1,1yr •
475,"“They live in the toughest neighborhoods with the least resources.” Meet Mukhtar Shariff, our consultant who’s helping East African kids in South Seattle learn how to code: https://slalom.ws/32BvQrW
Mukhtar Shariff is teaching underserved kids how to code
slalom.com
",76,2,1yr •
476,"Watch our on-demand webinar to hear from Slalom thought leaders on how we partner with Google Cloud Platform to help organizations modernize their data warehouse: https://slalom.ws/2pCuM8E
Play
Slalom and Google Cloud Platform present data warehousing, reimagined
",57,0,1yr •
477,"Making innovative use of VR and AR, artist Charity Everett invites viewers to walk the steps of human history, from the invention of fire to the transatlantic slave trade. She's just one of the innovative artists of color using VR and AR to explore race and bias. Check it out: https://slalom.ws/2MEQWyX
…see more
Immersive Empathy on The Slowdown
medium.com
",43,1,1yr •
478,"Elizabeth Abad is a solution principal in Slalom’s Atlanta office and member of Unidos, our Hispanic/Latinx affinity group. #HispanicHeritageMonth #CelebrateAuthenticity
Loaded:
Play
Back to start of video
Current time 
0:00
/
Duration 
0:35
 Unmute
Turn fullscreen on
Elizabeth Abad on Hispanic Heritage Month
",52,3,1yr •
479,"Learn more about our business, get to know our people, and see London in the sunshine in our new Slalom London video.
Play
Slalom London
",96,0,
480,"Niky Esquer is a consultant in the Slalom Chicago office and member of Unidos, our Hispanic/Latinx affinity group. #HispanicHeritageMonth #CelebrateAuthenticity
Play
Niky Esquer on Hispanic Heritage Month
",54,4,
481,"George Vazquez is a consultant in our New York office and member of Unidos, our Hispanic/Latinx affinity group. We asked him his thoughts on #HispanicHeritageMonth. #CelebrateAuthenticity
Play
George Vazquez on Hispanic Heritage Month
",49,1,1yr •
482,"We're proud to once again be ranked by Fortune Magazine as one of the Best Workplaces for Women—this year moving from #71 into the top 50! https://bddy.me/2pRt9UE #BestWorkplacesforWomen
Loaded:
Play
Back to start of video
Current time 
0:00
/
Duration 
0:14
 Unmute
Turn fullscreen on
Fortune 100 Best Workplaces for Women
",378,6,
483,"This report from American Cancer Society is good news, but we all have a role to play in addressing inequities and advancing science to accelerate the trend. https://bddy.me/2ol8jN9 #BreastCancerAwarenessMonth
American Cancer Society Report
cancer.org • 3 min read
",74,0,
484,"Jantzen Bridges, an intergral leader at Slalom for over 10 years, is now General Manager of our Salesforce business. Learn more about Jantzen and our Salesforce partnership: https://slalom.ws/2MhVM4P
Slalom promotes Jantzen Bridges to General Manager of Salesforce
slalom.com
",180,4,1yr •
485,"Our very own Shane Fisher and Michelle Yi share advice, lessons learned, and more about what it takes to be an entrepreneur in social impact. Check out their interview from #BoomiWorld19: https://bddy.me/2IpiBTb
Shane Fisher and Michelle Yi of Slalom at Boomi World 2019
youtube.com
",27,0,1yr •
486,"Seattle is one of the most educated cities in the country, but when it comes to East Africans just south of Seattle, this isn’t the case. Slalom consultant Mukhtar Shariff is working to change that: https://slalom.ws/2pDA9V2
Mukhtar Shariff is teaching underserved kids how to code
slalom.com
",121,1,1yr •
487,"We're honored to announce that Dell Boomi has recognized Slalom with the 2019 Worldwide Partner Excellence Award at the Boomi Partner Summit! Learn more about our partnership: https://slalom.ws/2otpV9o #boomiworld19
Dell Boomi and Slalom
slalom.com • 1 min read
",187,1,
488,"This month, we honor those we’ve lost to breast cancer and challenge ourselves to do more. Our work with American Cancer Society was a great beginning. We’re optimistic for what’s next. #BreastCancerAwarenessMonth

…see more
American Cancer Society finds breast cancer patterns with machine learning
slalom.com • 2 min read
",53,0,
489,"Federico Castro—a consultant in Slalom's New York office and member of our Hispanic/Latinx affinity group, Unidos—reflects on Hispanic Heritage Month.
#HispanicHeritageMonth #CelebrateAuthenticity #ImWithSlalom #LoveYourFuture
…see more
Play
",65,1,1yr •
490,"""Cognitive bias, particularly in technology... is a systemic mindset that if left unchecked can permeate through the delivery of everyday products introduced to the broader marketplace."" Read more: https://slalom.ws/2mY76L7
Bias in technology: Seven ways to address it in your organization
medium.com
",61,0,1yr •
491,"You may have thought you decided to buy that dress all on your own. But did you? Here’s how social media manipulates your brain below the level of consciousness—NEW on #TheSlowdown: https://slalom.ws/2nMkkuf #fridayreads #ageoftheinfluencer #loveyourfuture
…see more
Activate link to view larger image.
",76,0,1yr •
492,"Last night, Slalom, alongside Vancity, was honored to receive a 2019 Gold Channel Innovation Award for Best Data Management Solution for the #digitaltransformation of Vancity, Canada's largest community credit union. The transformation was a perfect alignment of technology innovation, a strong collaborative team of Vancity, Slalom and , and an effective delivery methodology. Read more:
…see more
Activate link to view larger image.
",120,1,
493,"With the launch of CCPA, brands are facing a monumental set of tasks. Brands that win will build enduring relationships with their customers based on trust, understanding, and service. Join Amperity and Slalom for a #webinar on October 10 and get the information, measures and approaches you need to ensure your brand remains compliant. Register now:
…see more
Activate link to view larger image.
",46,0,
494,"Great Place to Work US and Fortune Magazine have named Slalom to the Best Workplaces for Women™ 2019 list announced today! https://slalom.ws/34Xy1aK #bestworkplaces #loveyourfuture
Best Workplaces for Women™ 2019 | Slalom
greatplacetowork.com • 17 min read
Great Place to Work
",232,0,
495,"Is your car smarter than your business strategy? Learn what autonomous cars teach us about disruption-proof business planning from Ali Minnick of Slalom Chicago: https://slalom.ws/34M7Rrw #loveyourfuture
Navigating toward a disruption-proof strategy | Slalom
slalom.com
Today, no company is immune to disruption. The automotive industry is a prime example. Autonomous cars, ridesharing apps, and many other factors have forced many well-established companies out of cruise control and into a race to win in the new mobility in
",51,1,
496,"With Tableau Software dashboards embedded in Salesforce, we helped Elsevier empower 1,200 salespeople all over the world to make better decisions every day. Learn more: https://slalom.ws/2M3mRsn #loveyourfuture
Activate link to view larger image.
",22,0,
497,"Interested in learning more about Amazon SageMaker, data analytics, or how to drive business outcomes with machine learning? It's not too late to join today's webinar at 11:00 AM PDT/2:00 PM EDT for a taste of the power of #ML and #AI! Register now: https://slalom.ws/2LUPIPK #loveyourfuture
…see more
Activate link to view larger image.
",42,0,1yr •
498,"Since money is essentially imaginary, why not use it to imagine a better world? Redefining value with community currency—NEW on #TheSlowdown. Read it here: https://slalom.ws/34ZZJ74 #loveyourfuture
Activate link to view larger image.
",54,0,1yr •
499,"Meet our new General Manager of Slalom Strategy, Gilbert Wong! Since starting his Slalom journey 7 years ago, Gilbert has worked across nearly every Slalom market. AM to PM, West Coast to East Coast, he is always in motion, inspiring everyone in his orbit. Congratulations Gilbert! Learn more about Gilbert and Slalom Strategy.
…see more
Activate link to view larger image.
",265,14,
500,"Attending #BoomiWorld19? Don't miss this!
Dell Boomi
27,618 followers
1yr1 yearSlalom will be on stage with Boomi at the Women in Tech breakfast at #BoomiWorld19 on Wednesday, October 2. Come hear from some distinguished women, leave feeling empowered. Register for this event in the Agenda Builder. https://bit.ly/34i3X9z
…see more
https://events.rainfocus.com/widget/dellboomi/boomiworld19/Catalog19?]
events.rainfocus.com
",13,0,1yr •
501,"It's a #storytelling world, so you better make sure your story is real, relevant, and remembered. Visit The Slowdown and learn how to go beyond the basics to make people care about your story: https://slalom.ws/2MXhzBG #theslowdown #loveyourfuture
…see more
Activate link to view larger image.
",116,4,1yr •
502,"Join Slalom, Amazon Web Services (AWS), Snowflake and Tableau Software at a #Moonshot breakfast event as a first small step to unleash the collective potential of your team and unlock the untapped opportunities in your business. Learn more: https://slalom.ws/2jZ9Rdr #loveyourfuture
…see more
Play
",95,0,1yr •
503,"We’re so excited to establish a new Slalom presence in Ohio! GM of Slalom Columbus Channie Mize shares the best advice she's ever received, the ways she challenges herself outside of work, and what will make Slalom the go-to consultancy in Columbus. Read the full Q&A and get to know Channie!
…see more
Activate link to view larger image.
",337,5,
504,"#BoomiWorld19 is October 1-3 and Slalom is excited to be a Platinum sponsor! Planning your visit? Be sure to say hi to us at booth #103, catch us on stage, or register now to join us at the Women in Tech breakfast – proudly co-hosted by Slalom and Dell Boomi! https://slalom.ws/2UqzJfZ #loveyourfuture
…see more
Activate link to view larger image.
",106,0,
505,"Dress for Success Seattle offers long-lasting solutions to enable women to break the cycle of poverty, striving for a world where all women are financially independent. Slalom's Maya Peterson drove program talks and planning for the program and is Salesforce's featured MVP! Congratulations Maya! #loveyourfuture
…see more
Salesforce Customer Success Group
19,143 followers
1yr1 yearOur new MVP, Maya Peterson uses Trailhead content to lead a #BAM program for a local nonprofit. Check out how you can learn in a fun way with Trailhead this #MVPMonday: https://lnkd.in/ey2_2W4

Congratulations on becoming a Salesforce MVP, ! 👏 💙
…see more
Activate link to view larger image.
",15,0,1yr •
506,"In data science and enterprise IT, there’s an analogous force that IT organizations should keep in mind: #datagravity. Slalom's Oliver Asmus shares how organizations can make the most of data gravity on the Dell Boomi blog: https://lnkd.in/d9U9ibk #loveyourfuture
…see more
Use Data Gravity to Give Your Business a Lift
resources.boomi.com
",60,0,1yr •
507,"We helped Los Angeles Mayor Eric Garcetti and First Lady Amy Wakeland create clear, measurable goals for gender equity across the city. This means more opportunities, and a better future, for the two million girls and women of LA. https://slalom.ws/344imGz #loveyourfuture
…see more
City of LA: How we helped with city-wide gender equity plans
slalom.com • 1 min read
",25,0,1yr •
508,"Slalom Seattle is thrilled to land the #1 spot on Puget Sound Business Journal's Best Workplaces ranking! https://slalom.ws/2TZubsO #PSBJWABest #loveyourfuture
Washington's Best Workplaces revealed: extra large companies | PBSJ
bizjournals.com
These are Washington's top three companies on the Best Workplaces ranking.
",234,8,1yr •
509,"Join Slalom, Amazon Web Services (AWS), Snowflake, and Tableau Software at a #Moonshot breakfast event near you and learn how a modern culture of data will unlock the untapped opportunities in your business. Learn more: https://slalom.ws/2TYePF5 #loveyourfuture
…see more
Activate link to view larger image.
",134,1,
510,"Gender equity is about giving women access to the same opportunities as men. It’s about giving a girl the same chance at becoming a fire captain, a professional soccer player, or a technology leader, as the boys in her class. We helped Los Angeles Mayor Eric Garcetti and First Lady Amy Wakeland create city-wide gender equity plans for LA.
…see more
City of LA: Empowering girls and women with gender equity
slalom.com • 1 min read
The results from the departments' gender equity work are impressive-and will be life-saving in some cases. Highlights include: The Domestic Abuse Response Team went from operating in just 10 of the Police Department's geographic areas to all 21, covering t
",152,3,1yr •
511,"Join Slalom, Amazon Web Services (AWS), Snowflake and Tableau Software at our Moonshot breakfast event as a first small step to unleash the collective potential of your team and unlock the untapped opportunities in your business. Learn more: https://slalom.ws/2TMn0E6 #moonshot #loveyourfuture
…see more
One small step. One giant leap. | Register now for Moonshot
go.slalom.com • 1 min read
Join Slalom, Snowflake, AWS, and Tableau to learn how to enable a modern culture of data, unleash the collective potential of your team and unlock the untapped opportunities in your business. 50 years ago, humankind took our first steps on the surface of t
",83,0,
512,"ICYMI: By partnering with Google Cloud we’re able to help The American Cancer Society build an end-to-end machine learning pipeline using Cloud ML Engine, reinventing the way data is analyzed to save more lives: https://lnkd.in/gskuATJ #machinelearning #loveyourfuture
…see more
American Cancer Society: Powering cancer research using Google Cloud m…
youtube.com
",56,1,1yr •
513,"As Slalom opens its doors in Florida, general manager Beau Williamson shares his vision for Slalom’s newest market and the key qualities of a great consultant. Read the Q&A and get to know Beau: https://slalom.ws/2TyOoFD #loveyourfuture
Activate link to view larger image.
",235,7,
514,"Alteryx
133,878 followers
1yr1 yearJoin us on Thursday, Aug. 22 as we partner with Slalom, Snowflake + local #data experts from Western Union and DCP Midstream to discuss how to create a culture of #analytics within your organization http://bit.ly/2Kvus3E #AlteryxAnalytics
…see more
Activate link to view larger image.
",24,0,1yr •
515,"Johns Creek is always testing new ways to better serve constituents, it’s the first city in the world to use open data with Amazon Alexa, pulling information from the Johns Creek website and DataHub to answer residents’ questions. https://slalom.ws/33oOrsg
…see more
Activate link to view larger image.
",35,0,1yr •
516,"Check out the article “Changing Marketing Technologies: It’s a People Thing” written by Slalom’s #MarTech expert Thomas Dembie to learn how technology, people, and processes make the ultimate trio. Read it here: https://slalom.ws/2Tn6jPC
Activate link to view larger image.
",60,1,1yr •
517,"We helped Carma Project, with Toyota as its founding sponsor, launch a new approach to the deadly Takata airbag recall. Through a responsive web application, backed by Salesforce, Carma is mobilizing thousands of ambassadors to get dangerous airbags off the road. https://slalom.ws/33kElZp
…see more
Activate link to view larger image.
",41,1,1yr •
518,"""2020 will be defined by a fresh new class of technologies."" Read this eye-opening Top 10 list of 2020 Digital Transformation trends from @Forbes-Magazine https://slalom.ws/2T7Qdcg
Activate link to view larger image.
",102,1,1yr •
519,"Sharon focuses on inspiring any and all women to get into this industry and stay in the industry.” Elizabeth Tolia shares highlights from her discussion with SlalomBuild’s Sharon Lynch, where they discuss Sharon’s career and the way she’s inspiring other women to get into tech. https://slalom.ws/2YAbK2B
…see more
Activate link to view larger image.
",105,0,1yr •
520,"What do personal trainers and college coaches have in common? Slalom Build helped bring both experiences into the 21st century. https://slalom.ws/2K9kyV2
Activate link to view larger image.
",49,0,
521,"""For those that have not been paying attention, it may come as a surprise to realize that Microsoft is no longer the company of Windows and Office."" Read this enlightening post by Andrew Houston, a Slalom Managing Director https://slalom.ws/2K61Iyg
…see more
Activate link to view larger image.
",89,0,
522,"What are the 7 Best Practices for Data Quality Integration Processes? Our own Michael Lien walks you through them in the second installment of our @Boomi-inc blog series: https://slalom.ws/2K0pziO
Activate link to view larger image.
",50,0,1yr •
523,"By partnering with Google Cloud we’re able to help The American Cancer Society build an end-to-end machine learning pipeline using Cloud ML Engine, reinventing the way data is analyzed to save more lives: https://lnkd.in/gskuATJ #machinelearning #loveyourfuture
…see more
American Cancer Society: Powering cancer research using Google Cloud m…
youtube.com
",61,0,
524,"Excited to work with our clients to reimagine, transform and empower their businesses with Microsoft Teams. Teams has the opportunity to be “the operating system of the future for business.” Check out the video below for a peek into a few of the solutions. #healthcare #loveyourfuture #msinspire
…see more
Gavriella Schuster
• 3rd+
Corporate Vice President,Commercial Partner at Microsoft/Chinasoft International Board/UW Bothell Board/Empowering Women/TEDx Speaker
1yr1 yearI asked for your best Microsoft Teams solutions and our partners delivered! Here are a few of the top solutions organizations have built on top of the #MSTeams platform. Thanks to SalesTim, Slalom, and MedalSoft--and ALL the partners helping customers achieve more with the capabilities of Teams! #MSPartner
…see more
Play
",22,0,1yr •
525,"Been burned by failed #MDM projects that didn't deliver comprehensive data quality? Check out 7 best practices for building data management and governance incrementally in new integrations on the Dell Boomi blog. https://lnkd.in/gB_EQSr #loveyourfuture #iPaaS
…see more
7 Best Practices for Building Data Quality Into Integration Processes
resources.boomi.com • 7 min read
",35,0,1yr •
526,"Avis Budget Group
90,397 followers
1yr1 year“Through the pilot launched at one location, we challenged Slalom and ourselves to build a simple machine learning model on Amazon Web Services (AWS) that we know will grow and evolve,” - Chris Cerruto, VP of Global Architecture and Analytics

Browse the case study to learn more:
…see more
Avis Budget Group & Slalom - Amazon Web Services (AWS)
aws.amazon.com
",57,0,1yr •
527,"Slalom's Matthew Kiesling knows that ""customer experience"" isn't just one moment frozen in time. Prepare for inevitable-yet-unpredictable evolution of your customers' expectations. https://slalom.ws/2Yel08e #loveyourfuture
The effects of time and influence on Customer Expectations and Experience
Matthew Kiesling on LinkedIn
Often when we talk about customer service or experience, it's as if it's one, easily definable thing - as if the whole of your customer experience could be defined by one moment frozen in time. But nothing is farther from the truth.
",28,0,
528,"“I feel a sense of responsibility to do my best and help other women realize their potential . . . I have family rooting for me back in India.” Meet the 22-year-old Women in Tech leader. https://slalom.ws/2YkBDTY #loveyourfuture
Meet the 22-year-old Women in Tech leader Aishwarya Bhadouria | Slalom
slalom.com • 2 min read
The 22-year-old engineer talks about the Women in Tech group she started in Slalom Boston, her dreams of opening a Slalom office in India, and how her mom has inspired her to go after anything. By Randi Eicher, photographs by Emily Podlesnik and Karl Schwi
",39,0,1yr •
529,"Cross-channel #personalization can move the needle on the metrics
that matter, including conversion, revenue and customer retention.
But you can’t realize the benefits of personalization by simply
purchasing a shiny new MarTech product. Discover four foundational elements for successful personalization:
…see more
Whitepaper: Four Pillars of Cross-Channel Personalization
slalom.com
Cross-channel personalization can move the needle on the metrics that matter, including conversion, revenue and customer retention.
",30,1,1yr •
530,"Hear how our Solution Principal, Anna Rodriguez, launched a successful citizen development program and learn how you can start bringing low-code development to your business teams. https://slalom.ws/2Y3atRt #loveyourfuture
Anna found 3 critical components for citizen development success.
salesforcecitizendevelopment.com
We sat down with Anna Rodriguez, Solution Principal at Slalom Consulting, to talk about her experience launching a citizen development program: IT is constantly asked to move quicker. They're constantly asked to do more than they can with the same amount o
",66,2,
531,"Technology Magazine
4,452 followers
1yr1 yearA #DigitalTransformation with a focus on talent and partnerships

IGM Financial Inc.'s VP of Digital Technology, Milorad Stefanovic, joins us to discuss its digitalisation that is keeping the company ahead of the curve

Powered by:
…see more
Embracing digital technology in the financial services industry with IGM Financial
gigabitmagazine.com
",14,0,1yr •
532,"Slalom has again made Fortune Magazine's #BestWorkplaces for Millennials, Great Place to Work® list! Thanks to our employees, we've ranked #13 for 2019. See more: https://slalom.ws/2Jux1m9 #loveyourfuture
Best Workplaces for Millennials 2019 | Slalom
greatplacetowork.com • 18 min read
Great Place to Work
",214,2,1yr •
533,"By partnering with Google Cloud we’re able to help The American Cancer Society build an end-to-end machine learning pipeline using Cloud ML Engine, reinventing the way data is analyzed to save more lives: https://lnkd.in/gskuATJ #machinelearning #loveyourfuture
…see more
American Cancer Society: Powering cancer research using Google Cloud m…
youtube.com
",108,2,1yr •
534,"Compiling and monitoring data to address customer concerns in a timely way is a challenge when you have disparate sources and systems, global teams, and multiple patients. Read how a top 10 global pharmaceutical company worked with Slalom and Amazon Web Services (AWS) to design and implement a unified and globally distributed event and inquiry data reporting system. Download here:
…see more
AWS + Slalom | Unify Healthcare Data Onto a Single Platform to Reduce Time to Insights (Free Download)
pages.awscloud.com
AWS has the services to help you build sophisticated applications with increased flexibility, scalability and reliability.
",94,0,
535,"What does it mean to achieve meaningful business outcomes with modern technology? For our Slalom Canada customer InnoCare Ltd, it meant creating a whole new experience for over 500 clinics and 1,200 clinicians. They partnered with Slalom Build to help modernize and improve performance for legacy applications, increase system uptime by 99.5% and created next-gen medical charting for future-focused care. Read how:
…see more
Activate link to view larger image.
",37,0,
536,"Slalom is excited to share that we've joined the Scaled Agile Partner Network as a Silver Transformation Partner! By incorporating SAFe into our solution offerings, Slalom is enabling the world’s largest organizations to become more Agile in the marketplace and more competitive in their industry. See the press release:
…see more
Activate link to view larger image.
",90,4,1yr •
537,"Slalom was named one of the 2019 Best Places to Work in Orange County! Slalom ranked 6th in the Large Company Category, earning a spot on the list for the 4th year in a row! Congratulations to the Slalom OC & San Diego team! https://slalom.ws/2J5Yk63 #loveyourfuture
…see more
2019 ""Best Places to Work in Orange County"" rankings
bestplacestoworkoc.com
",122,0,1yr •
538,"“One of Slalom’s core values is to #celebrateauthenticity. I have seen it from our leaders and the people I work with every day. I know I can show up every day as my authentic self.” – Jeff Lepis, Consultant #loveyourfuture #pride
Play
",100,2,1yr •
