,content,like_count,comment_count,date
95,"""I’ve always lived by the motto that nothing beats hard work and so work hard was what I did, burning the midnight oil until I had exceeded my quota."" The stress around making quota is an all too familiar sales experience. Vincent Maida, now a data analytics consultant at Slalom, was convinced there was a better way. On the Slalom Business blog, learn how turning to basic statistics and embracing data analysis can make you a better seller:
…see more
Sellers rely on their intuition... but does that mean they should always follow their gut?
medium.com • 8 min read
",20,0,
96,"“Being deeply empathetic helps me be brave, and say the hard things, and raise the needs of my team over and over. It’s easier to be brave when you know you are working to create positive change for those you care about.” Thank you, Laura Kepler, for showing how to lead with empathy and helping to make Slalom a Fortune 2020 Best Workplace for Women.
…see more
Activate link to view larger image.
",63,2,2mo •
97,"Karla Padilla (she/her) Padilla of Slalom Toronto encourages young Hispanic professionals to honor what makes them unique and never forget their roots. Thank you Karla for helping us #CelebrateAuthenticity this #HispanicHeritageMonth!
Play
Slalom Celebrates Hispanic Heritage Month
",47,2,
98,"When an emergency situation was declared in Canada, InputHealth’s team realized they could create a custom #DigitalHealth #SaaS solution to help and quickly jumped into action. Learn how residents of Ontario West now have access to screening, same-day care, and virtual appointments—preserving clinical capacity for those who need it most:
…see more
Loaded:
Play
Back to start of video
Current time 
0:00
/
Duration 
0:28
 Unmute
Turn fullscreen on
Slalom.com/InputHealth
",21,0,
99,"In partnership with Slalom, IG Wealth Management, one of Canada’s leading diversified wealth and asset management companies, recently launched a Wealth Management Advisor Portal built on Salesforce Financial Services Cloud that changes the way more than 3,500 advisors & associates serve clients across Canada. The IG Advisor Portal played a critical role in supporting clients during the pandemic & is a key step in the company’s . Learn more about the announcement here:
…see more
Slalom and IG Wealth Management Rollout Wealth Management Salesforce Solution in Canada
slalom.com • 2 min read
",29,0,
100,"Slalom has been recognized as the 2020 Alteryx Systems Integrator Partner of the Year! This is our 6th Partner of the Year award since 2017, and our 3rd recognition in the SI category. Learn more about how we can help you discover, prep, and analyze your #data—faster and more easily than you thought possible:
…see more
Activate link to view larger image.
",59,2,2mo •
101,"“I’ve learned that there's value in what I have to say and that silencing my own voice was a disservice to everyone.” We’re proud of consultants like Bonnie Kwan, PMP who #CelebrateAuthenticity & bring their powerful voices and talents to Slalom, making us a 2020 #BestWorkplaces for Women!
…see more
Activate link to view larger image.
",26,0,2mo •
102,"Using responsible #AI, we helped the United Nations Emerging Technologies Lab create a fast and thorough way for the UN to review funding proposals for humanitarian crises. Learn how we used AI/ML and knowledge graphs to create a NPL processing pipeline, leveraging keyword entity extraction and an open source knowledge graph:
…see more
Helping the United Nations Infer Document Labels using Knowledge Graphs
medium.com • 12 min read
",30,0,
103,"Wherever you are on your cloud journey, we're here to support you. Our recent Microsoft certification makes us even more excited about our Cloud Alignment workshop—learn how to apply our proven methodology to help you maximize the benefits of #Azure: https://bddy.me/3dmpsLs
…see more
Activate link to view larger image.
",16,0,2mo •
104,"“Slalom makes me optimistic about the future and state of the world,” says Ashley L. Parker of Slalom Atlanta. “Change may be slow to happen in the world, but I can see it, hear it, and activate it daily at Slalom. That means a lot to me.”

Thank you Ashley! Together, we really can enable a future in which every person has the opportunity to love their work and life.
…see more
Activate link to view larger image.
",33,0,2mo •
105,"Here are industry 3 insights you need to know according to Slalom #dataanalytics expert, Sayantan Maiti. Learn how media and entertainment companies leverage these insights using Google Cloud: https://bit.ly/3iAjIyu #cloudpov
3 industry insights to transform Media and Entertainment companies
youtube.com
",11,0,
106,"""When I look back, the culture I grew up in is absolutely what shaped and prepared me for the person I show up as today at work."" Get to know Kristine Santa-Coloma Rohls, general manager of Slalom DC and the executive sponsor of Unidos, Slalom’s Hispanic/Latinx employee resource group, in our latest Q&A:

Thank you Kristine for your leadership, and for helping us this .
…see more
Q&A with Kristine Santa-Coloma Rohls, General Manager, Washington DC
slalom.com • 2 min read
",58,2,
107,"In countries like Myanmar, Venezuela, Syria, and Niger, millions of people need urgent help, from access to food and safe water, to protection from violence. Slalom helped the United Nations Emerging Technologies Lab use responsible #AI to help direct funds to humanitarian crises like these around the world. Read the full story here:
…see more
United Nations: Allocating funds to humanitarian crises
slalom.com • 2 min read
",32,1,
108,"Honored to share that our own Brian Turner was named a top consultant for 2020 by Consulting Magazine! This award recognizes the top consultants who've had the biggest impact on their clients, their firms, and the profession. Congrats Brian! See the other honorees here: https://bddy.me/3d5SGOB
…see more
Activate link to view larger image.
",480,25,2mo •
109,"As a premier launch partner, we got to preview Amazon Web Services (AWS)'s new Timestream service. Learn more about how we partnered to provide thoughtful insights on different use cases, ways to improve functionality, and best practices for how to use the serverless solution: https://slalom.ws/34y6ihx
…see more
Activate link to view larger image.
",17,0,2mo •
110,"With all eyes on digital, expectations are evolving quickly. Download the full report to explore changes in how people are living, shopping, moving, and staying healthy—and uncover key opportunities for brands to adapt and win: https://slalom.ws/3iztrFp
…see more
Play
Download the Future of Digital Report
",23,0,2mo •
111,"True power lifts others up.

“Heather Sneddon showed me what it meant to truly be in someone’s corner, be a sponsor, advocate, coach, mentor, friend, and give tough love when and where needed. She was a game-changer for me at Slalom, and I’m forever grateful!”

Thank you and Heather for helping and make Slalom a Fortune 2020 for Women.
…see more
Activate link to view larger image.
",66,0,2mo •
